,puissance,f0,excursion,LI,c0Montant,c1Montant,c2Montant,dureeTransitoireMontant,aucMontant,penteMaxMontant,meanMontant,varianceMontant,skewnessMontant,kurtosisMontant,dureeTransitoireStable,aucStable,penteMaxStable,meanStable,varianceStable,skewnessStable,kurtosisStable,c0Descendant,c1Descendant,c2Descendant,dureeTransitoireDescendant,aucDescendant,penteMaxDescendant,meanDescendant,varianceDescendant,skewnessDescendant,kurtosisDescendant,numEmetteur,numFenetre,navire
10,-85.0,431.5,26.0,1075.0,-15665805.573609907,-19299.367588742643,-5.94237200729268,5.7191874999999595e-06,115.3728091075971,1.1177313456045643e-05,-0.48814214193474187,-0.8479912261966263,0.0012608081564823713,4.5349198039612e-08,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-1672521639.0191915,-2728315.930375719,-1112.6454046055387,8.171250000000045e-07,20.155183458006125,0.0001603843851440684,-0.5579362016406726,-0.852669346194427,0.0015416039378153773,1.648550394470058e-07,10,,1
11,-85.0,422.5,17.0,1090.0,-34336626951.956818,-60106269.65168027,-26304.006215322286,2.031249999999863e-07,4.309801454249713,0.00014501080810990549,-0.6231672066089501,-0.8001603206981707,0.0013261401463463144,2.129884817416412e-07,4.328243749999994e-05,1114.9834603563334,6.655236979386404e-05,-0.20854205089203195,0.193938906102181,0.0016100401465388803,1.327044066192724e-09,-1635042298.2599573,-2667236.0850578104,-1087.7600494824142,9.226874999999522e-07,23.124902233531945,0.00033296440006341777,-0.6417309405658326,-0.746946964827369,0.0015664064759941944,1.9403591383419416e-07,11,,1
12,-92.5,433.0,18.5,1110.0,-31003045627.596306,-54270036.81362626,-23749.57523603145,2.254375000000598e-07,5.280353900556367,0.00014076405594278625,-0.7649281116332258,-0.5342308161835225,0.001463938031863799,1.8187980251815688e-07,1.1233562499999954e-05,358.18362211290616,0.00014919080546534828,-1.0679275193994995,2.8007839674284334,0.0019928183520684295,2.0130157061101326e-09,-34673924087.57904,-60613403.71884733,-26489.53463304924,2.031249999999863e-07,4.310103311403822,0.00027974278876132994,-0.6230910227571236,-0.7987948984303808,0.001326152629663087,2.1291238938592947e-07,12,,1
13,-77.5,425.5,12.5,1105.0,-15553534.075908754,-19160.38688413708,-5.899361305983141,5.653062499999962e-06,114.46995412618509,6.382638150232117e-05,-0.4832207243256425,-0.8495039560444435,0.0012655748874276982,4.351069415203882e-08,4.328243749999994e-05,1114.9834603563334,6.655236979386404e-05,-0.20854205089203195,0.193938906102181,0.0016100401465388803,1.327044066192724e-09,-1635042298.2599573,-2667236.0850578104,-1087.7600494824142,9.226874999999522e-07,23.124902233531945,0.00033296440006341777,-0.6417309405658326,-0.746946964827369,0.0015664064759941944,1.9403591383419416e-07,13,,1
14,-92.5,427.0,26.0,1085.0,-1197275443211.0784,-2189738167.436609,-1001221.8289807878,2.7937499999931663e-08,0.3719681281926972,1.70366891566572e-05,-0.597341731934813,-0.9687131118223617,0.0008320332406348326,1.0083604974923935e-07,4.328243749999994e-05,1114.9834603563334,6.655236979386404e-05,-0.20854205089203195,0.193938906102181,0.0016100401465388803,1.327044066192724e-09,-12508690.755807422,-14378.780338754175,-4.1305787995600936,6.461937499999972e-06,129.46497875205174,0.00016876339708648278,-0.4853005130382351,-0.907980966641281,0.0012521879808584824,4.4064074779748376e-08,14,,1
15,-92.5,433.0,14.0,1105.0,-34336626951.956818,-60106269.65168027,-26304.006215322286,2.031249999999863e-07,4.309801454249713,0.00014501080810990549,-0.6231672066089501,-0.8001603206981707,0.0013261401463463144,2.129884817416412e-07,5.9375000000189485e-09,0.11803293372963537,4.213891228888034e-05,-2.6738366548819905,7.826932179988498,0.0012411081022516502,1.1812235655117014e-09,-399895802.2766638,-582948.9953549309,-212.4469385709623,1.2637499999999758e-06,28.81639667949415,0.00029174789667546757,-0.4436513302022281,-0.9599487987962507,0.001425146574275798,8.456632382581357e-08,15,,1
16,-82.5,424.0,21.5,1075.0,-398969443.6937515,-590491.9936155526,-218.4865471716914,1.2637499999999758e-06,28.816240473176,0.00019883100704208437,-0.4435733244800103,-0.9603429118043469,0.0014251470464430066,8.457194585438666e-08,4.350343750000006e-05,1120.3753233428636,0.0001342473525887272,-0.25399033648539104,0.2878264140826352,0.0016096075319845826,1.3619537566385992e-09,-337481873.95144945,-492110.51227621426,-179.39500260197755,1.544437500000011e-06,36.09226928854962,0.0001962468458865372,-0.5326059238727802,-0.8453787335664811,0.0014605608016629817,9.363609676106941e-08,16,,1
17,-70.0,422.5,17.0,1120.0,-15089779733.653101,-26412779.72452237,-11558.068206149199,3.5793750000003184e-07,9.087254060331896,3.480873956779036e-05,-0.9571593148460936,-0.2176045647674556,0.0015867104938371362,1.6962598371017374e-07,4.350343750000006e-05,1120.3753233428636,0.0001342473525887272,-0.25399033648539104,0.2878264140826352,0.0016096075319845826,1.3619537566385992e-09,-21165012285.514706,-36999072.41217149,-16169.742572173871,2.6312500000006366e-07,5.7521531603931955,0.00018118649343610487,-0.6717856389892486,-0.6637577681744866,0.0013662349422057026,2.0185636398933422e-07,17,,1
18,-75.0,434.5,15.5,1075.0,-336851584.0959823,-498409.8741668596,-184.36153241890258,1.544437500000011e-06,36.092293667987065,1.8302269086318103e-05,-0.5325634459237998,-0.844834305387216,0.0014605691261702948,9.362964160863464e-08,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-68879221181.16214,-126015393.85776477,-57636.6763164315,2.587499999993307e-08,0.30183990884087725,0.00020075638239758936,-0.05425141121285591,-1.0889725600313644,0.0007292388165767365,1.0438931409005196e-07,18,,1
19,-80.0,436.0,26.0,1125.0,-34336626951.956818,-60106269.65168027,-26304.006215322286,2.031249999999863e-07,4.309801454249713,0.00014501080810990549,-0.6231672066089501,-0.8001603206981707,0.0013261401463463144,2.129884817416412e-07,1.2004375000000157e-06,38.87030760782177,8.707015223422964e-05,-0.5048328287371345,0.4798660843460465,0.002023746700673916,2.2227133095334115e-09,-21165012285.514706,-36999072.41217149,-16169.742572173871,2.6312500000006366e-07,5.7521531603931955,0.00018118649343610487,-0.6717856389892486,-0.6637577681744866,0.0013662349422057026,2.0185636398933422e-07,19,,1
20,-87.5,433.0,27.5,1125.0,-362452512.31863433,-536350.3856275687,-198.41846476567275,1.3828125000000819e-06,31.151826443358736,0.00020125694197373374,-0.47342590595482387,-0.9154683330027442,0.0014080032534471046,8.768554706479816e-08,1.0570000000000544e-06,34.39509370993637,0.0001389825616250203,-0.06262929254429471,-0.12599462740995548,0.002033764666457552,1.4812896496451822e-09,-399895802.2766638,-582948.9953549309,-212.4469385709623,1.2637499999999758e-06,28.81639667949415,0.00029174789667546757,-0.4436513302022281,-0.9599487987962507,0.001425146574275798,8.456632382581357e-08,20,,1
21,-92.5,425.5,17.0,1120.0,-15665805.573609907,-19299.367588742643,-5.94237200729268,5.7191874999999595e-06,115.3728091075971,1.1177313456045643e-05,-0.48814214193474187,-0.8479912261966263,0.0012608081564823713,4.5349198039612e-08,5.669625000000026e-06,199.57043811903716,0.00019596939063741374,-0.9140651989642136,1.2513655041276133,0.0021999954275427696,2.05907988872472e-09,-363139629.2320322,-529463.0289419753,-192.98943183563787,1.3828125000000819e-06,31.152024341142727,0.00028706242777746496,-0.47351964666303387,-0.9150703961418669,0.0014080048277648888,8.7679774898604e-08,21,,1
22,-70.0,427.0,15.5,1090.0,-1197275443211.0784,-2189738167.436609,-1001221.8289807878,2.7937499999931663e-08,0.3719681281926972,1.70366891566572e-05,-0.597341731934813,-0.9687131118223617,0.0008320332406348326,1.0083604974923935e-07,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-15673950.543124618,-17994.53522043799,-5.163118288356035,5.7191874999999595e-06,115.3728305205751,0.00011214042559492242,-0.48814091492535255,-0.8481422096459217,0.0012608071136687188,4.534966013896033e-08,22,,1
23,-82.5,428.5,17.0,1080.0,-362452512.31863433,-536350.3856275687,-198.41846476567275,1.3828125000000819e-06,31.151826443358736,0.00020125694197373374,-0.47342590595482387,-0.9154683330027442,0.0014080032534471046,8.768554706479816e-08,1.1233562499999954e-05,358.183615479258,0.00011586121733118829,-1.0665619304637517,2.7828726657048977,0.001992818415506478,2.012866159880079e-09,-15673950.543124618,-17994.53522043799,-5.163118288356035,5.7191874999999595e-06,115.3728305205751,0.00011214042559492242,-0.48814091492535255,-0.8481422096459217,0.0012608071136687188,4.534966013896033e-08,23,,1
