,puissance,f0,excursion,LI,c0Montant,c1Montant,c2Montant,dureeTransitoireMontant,aucMontant,penteMaxMontant,meanMontant,varianceMontant,skewnessMontant,kurtosisMontant,dureeTransitoireStable,aucStable,penteMaxStable,meanStable,varianceStable,skewnessStable,kurtosisStable,c0Descendant,c1Descendant,c2Descendant,dureeTransitoireDescendant,aucDescendant,penteMaxDescendant,meanDescendant,varianceDescendant,skewnessDescendant,kurtosisDescendant,numEmetteur,numFenetre,navire
983,-67.5,437.5,20.0,1115.0,-341070653.71991336,-504679.7633226006,-186.69081698628574,1.6964374999999107e-06,41.961168659910314,0.00026851146285491166,-0.6130859143070859,-0.7814535136595913,0.0015459397687055607,1.0398963022809904e-07,1.1495999999999945e-05,366.27852705913995,0.00015737273461307526,-0.8366776789935904,1.3774344559545746,0.001991336340036423,2.0316883117115837e-09,-399895802.2766638,-582948.9953549309,-212.4469385709623,1.2637499999999758e-06,28.81639667949415,0.00029174789667546757,-0.4436513302022281,-0.9599487987962507,0.001425146574275798,8.456632382581357e-08,983,,1
984,-90.0,436.0,14.0,1085.0,-362452512.31863433,-536350.3856275687,-198.41846476567275,1.3828125000000819e-06,31.151826443358736,0.00020125694197373374,-0.47342590595482387,-0.9154683330027442,0.0014080032534471046,8.768554706479816e-08,5.561000000000064e-06,195.95497721595265,0.0002135202476832086,-0.7974720244715235,1.196621276667809,0.0022023349600902866,1.798589028837968e-09,-12508690.755807422,-14378.780338754175,-4.1305787995600936,6.461937499999972e-06,129.46497875205174,0.00016876339708648278,-0.4853005130382351,-0.907980966641281,0.0012521879808584824,4.4064074779748376e-08,984,,1
985,-72.5,437.5,15.5,1105.0,845655788753.3196,1546726923.5325065,707251.167643081,4.624999999994217e-08,0.3031304703027102,8.203649468773691e-05,0.5994314959898462,-1.291499018663204,0.00041019369371144484,1.6560729054758256e-07,5.9375000000189485e-09,0.11803293372963537,4.213891228888034e-05,-2.6738366548819905,7.826932179988498,0.0012411081022516502,1.1812235655117014e-09,-15673950.543124618,-17994.53522043799,-5.163118288356035,5.7191874999999595e-06,115.3728305205751,0.00011214042559492242,-0.48814091492535255,-0.8481422096459217,0.0012608071136687188,4.534966013896033e-08,985,,1
986,-92.5,434.5,27.5,1105.0,-12503615.579606995,-15385.613486227418,-4.731438182214274,6.461937499999972e-06,129.4648921731481,0.00010565289524485473,-0.4852978433820375,-0.9080036634044983,0.0012521882093912142,4.4064353291335923e-08,5.561000000000064e-06,195.95497721595265,0.0002135202476832086,-0.7974720244715235,1.196621276667809,0.0022023349600902866,1.798589028837968e-09,-337481873.95144945,-492110.51227621426,-179.39500260197755,1.544437500000011e-06,36.09226928854962,0.0001962468458865372,-0.5326059238727802,-0.8453787335664811,0.0014605608016629817,9.363609676106941e-08,986,,1
987,-87.5,422.5,18.5,1100.0,-1197275443211.0784,-2189738167.436609,-1001221.8289807878,2.7937499999931663e-08,0.3719681281926972,1.70366891566572e-05,-0.597341731934813,-0.9687131118223617,0.0008320332406348326,1.0083604974923935e-07,1.1233562499999954e-05,358.183615479258,0.00011586121733118829,-1.0665619304637517,2.7828726657048977,0.001992818415506478,2.012866159880079e-09,-68879221181.16214,-126015393.85776477,-57636.6763164315,2.587499999993307e-08,0.30183990884087725,0.00020075638239758936,-0.05425141121285591,-1.0889725600313644,0.0007292388165767365,1.0438931409005196e-07,987,,1
988,-72.5,434.5,27.5,1075.0,-34336626951.956818,-60106269.65168027,-26304.006215322286,2.031249999999863e-07,4.309801454249713,0.00014501080810990549,-0.6231672066089501,-0.8001603206981707,0.0013261401463463144,2.129884817416412e-07,4.350343750000006e-05,1120.3753233428636,0.0001342473525887272,-0.25399033648539104,0.2878264140826352,0.0016096075319845826,1.3619537566385992e-09,-12508690.755807422,-14378.780338754175,-4.1305787995600936,6.461937499999972e-06,129.46497875205174,0.00016876339708648278,-0.4853005130382351,-0.907980966641281,0.0012521879808584824,4.4064074779748376e-08,988,,1
989,-85.0,437.5,20.0,1085.0,-1622714383.4141204,-2664807.5608843276,-1094.0289490483092,8.639375000000843e-07,20.92669529748927,1.7812231911037762e-05,-0.5780423164356682,-0.8187428638469778,0.0015138948172150504,1.8411104433115656e-07,1.0570000000000544e-06,34.39509370993637,0.0001389825616250203,-0.06262929254429471,-0.12599462740995548,0.002033764666457552,1.4812896496451822e-09,-341461891.7165388,-497887.30214457837,-181.49106934518434,1.6964374999999107e-06,41.96140656083574,0.00037051573586303335,-0.613192316900987,-0.7809661825102281,0.0015459421069197986,1.0398252967920504e-07,989,,1
990,-67.5,436.0,17.0,1095.0,845655788753.3196,1546726923.5325065,707251.167643081,4.624999999994217e-08,0.3031304703027102,8.203649468773691e-05,0.5994314959898462,-1.291499018663204,0.00041019369371144484,1.6560729054758256e-07,1.0570000000000544e-06,34.39507702110434,0.00013096679011561784,-0.06230657487217419,-0.1288726615582103,0.0020337645175709813,1.481258206151682e-09,-341461891.7165388,-497887.30214457837,-181.49106934518434,1.6964374999999107e-06,41.96140656083574,0.00037051573586303335,-0.613192316900987,-0.7809661825102281,0.0015459421069197986,1.0398252967920504e-07,990,,1
991,-90.0,436.0,18.5,1080.0,-1622714383.4141204,-2664807.5608843276,-1094.0289490483092,8.639375000000843e-07,20.92669529748927,1.7812231911037762e-05,-0.5780423164356682,-0.8187428638469778,0.0015138948172150504,1.8411104433115656e-07,1.5874999999992458e-08,0.30528038051211764,9.290162794571566e-05,-1.7489842864503902,5.600285679652496,0.0012007134201194535,3.2970819146991427e-09,822699502338.1329,1504596001.089086,687921.0210249212,4.625000000005059e-08,0.30342638967256713,0.00017889796074821066,0.599304261159785,-1.2890347237516897,0.00041033917299248727,1.6538617101492288e-07,991,,1
992,-72.5,425.5,14.0,1115.0,-31003045627.596306,-54270036.81362626,-23749.57523603145,2.254375000000598e-07,5.280353900556367,0.00014076405594278625,-0.7649281116332258,-0.5342308161835225,0.001463938031863799,1.8187980251815688e-07,1.2004375000000157e-06,38.87030760782177,8.707015223422964e-05,-0.5048328287371345,0.4798660843460465,0.002023746700673916,2.2227133095334115e-09,-34673924087.57904,-60613403.71884733,-26489.53463304924,2.031249999999863e-07,4.310103311403822,0.00027974278876132994,-0.6230910227571236,-0.7987948984303808,0.001326152629663087,2.1291238938592947e-07,992,,1
993,-90.0,425.5,15.5,1100.0,-15665805.573609907,-19299.367588742643,-5.94237200729268,5.7191874999999595e-06,115.3728091075971,1.1177313456045643e-05,-0.48814214193474187,-0.8479912261966263,0.0012608081564823713,4.5349198039612e-08,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-15561274.505908938,-17865.847823025935,-5.1263750891185085,5.653062499999962e-06,114.47002481770346,0.00012489606740608244,-0.4832169415357454,-0.8495411280728433,0.00126557440862048,4.351065183752438e-08,993,,1
994,-90.0,434.5,17.0,1085.0,-398969443.6937515,-590491.9936155526,-218.4865471716914,1.2637499999999758e-06,28.816240473176,0.00019883100704208437,-0.4435733244800103,-0.9603429118043469,0.0014251470464430066,8.457194585438666e-08,5.669625000000026e-06,199.57043644466447,0.00019998518999927734,-0.9140722771208236,1.2513275833695623,0.002199995491092428,2.0590819851569256e-09,-12508690.755807422,-14378.780338754175,-4.1305787995600936,6.461937499999972e-06,129.46497875205174,0.00016876339708648278,-0.4853005130382351,-0.907980966641281,0.0012521879808584824,4.4064074779748376e-08,994,,1
995,-70.0,428.5,24.5,1125.0,-12503615.579606995,-15385.613486227418,-4.731438182214274,6.461937499999972e-06,129.4648921731481,0.00010565289524485473,-0.4852978433820375,-0.9080036634044983,0.0012521882093912142,4.4064353291335923e-08,1.1495999999999945e-05,366.2785324521623,0.0001618910241313774,-0.8366626032064874,1.3772780697693783,0.0019913363843883473,2.0316805548920267e-09,-1635042298.2599573,-2667236.0850578104,-1087.7600494824142,9.226874999999522e-07,23.124902233531945,0.00033296440006341777,-0.6417309405658326,-0.746946964827369,0.0015664064759941944,1.9403591383419416e-07,995,,1
996,-75.0,428.5,15.5,1105.0,-1631530337.3961363,-2679140.7696681353,-1099.8541607695554,9.226875000000606e-07,23.124654012222454,0.00019341455555882923,-0.6417091858908472,-0.7473816394064063,0.0015664060212600562,1.9405027847273777e-07,1.2004375000000157e-06,38.87028282494516,7.648707831805937e-05,-0.5066156376037171,0.49111663412856865,0.002023745064552891,2.2233955124407813e-09,822699502338.1329,1504596001.089086,687921.0210249212,4.625000000005059e-08,0.30342638967256713,0.00017889796074821066,0.599304261159785,-1.2890347237516897,0.00041033917299248727,1.6538617101492288e-07,996,,1
997,-87.5,427.0,15.5,1125.0,-21000608752.062546,-36761008.24558206,-16087.290440299543,2.6312500000006366e-07,5.7519845992907275,4.820667428748204e-05,-0.6719057683141362,-0.6635405596689901,0.0013662578278235112,2.0185844296131873e-07,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-1635042298.2599573,-2667236.0850578104,-1087.7600494824142,9.226874999999522e-07,23.124902233531945,0.00033296440006341777,-0.6417309405658326,-0.746946964827369,0.0015664064759941944,1.9403591383419416e-07,997,,1
998,-90.0,424.0,23.0,1095.0,-1667469672.0613399,-2738215.1187416767,-1124.1296383754584,8.171249999998961e-07,20.155060009725435,4.0511099356196466e-05,-0.5579665918361439,-0.8524361061363703,0.0015416115141133491,1.6485287810042852e-07,4.350343750000006e-05,1120.3753233428636,0.0001342473525887272,-0.25399033648539104,0.2878264140826352,0.0016096075319845826,1.3619537566385992e-09,-15673950.543124618,-17994.53522043799,-5.163118288356035,5.7191874999999595e-06,115.3728305205751,0.00011214042559492242,-0.48814091492535255,-0.8481422096459217,0.0012608071136687188,4.534966013896033e-08,998,,1
999,-87.5,434.5,20.0,1110.0,-341070653.71991336,-504679.7633226006,-186.69081698628574,1.6964374999999107e-06,41.961168659910314,0.00026851146285491166,-0.6130859143070859,-0.7814535136595913,0.0015459397687055607,1.0398963022809904e-07,1.0570000000000544e-06,34.39509370993637,0.0001389825616250203,-0.06262929254429471,-0.12599462740995548,0.002033764666457552,1.4812896496451822e-09,-15149854453.134806,-26485331.201200128,-11575.567463324958,3.5793750000003184e-07,9.087359647582103,0.00018006230426902256,-0.9570562916470237,-0.2183079263678427,0.0015866855584524883,1.6963908617653532e-07,999,,1
1000,-67.5,424.0,12.5,1105.0,854323730234.8376,1562589552.8516803,714508.4539801889,2.812499999994139e-08,0.22129492846556809,0.00013247669408077926,0.24501487279532388,-1.225823171993692,0.0004926720272164011,1.015437338328011e-07,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-68879221181.16214,-126015393.85776477,-57636.6763164315,2.587499999993307e-08,0.30183990884087725,0.00020075638239758936,-0.05425141121285591,-1.0889725600313644,0.0007292388165767365,1.0438931409005196e-07,1000,,1
1001,-92.5,434.5,21.5,1110.0,-398969443.6937515,-590491.9936155526,-218.4865471716914,1.2637499999999758e-06,28.816240473176,0.00019883100704208437,-0.4435733244800103,-0.9603429118043469,0.0014251470464430066,8.457194585438666e-08,1.1233562499999954e-05,358.18362211290616,0.00014919080546534828,-1.0679275193994995,2.8007839674284334,0.0019928183520684295,2.0130157061101326e-09,-1635042298.2599573,-2667236.0850578104,-1087.7600494824142,9.226874999999522e-07,23.124902233531945,0.00033296440006341777,-0.6417309405658326,-0.746946964827369,0.0015664064759941944,1.9403591383419416e-07,1001,,1
1002,-70.0,434.5,18.5,1095.0,-34336626951.956818,-60106269.65168027,-26304.006215322286,2.031249999999863e-07,4.309801454249713,0.00014501080810990549,-0.6231672066089501,-0.8001603206981707,0.0013261401463463144,2.129884817416412e-07,5.9375000000189485e-09,0.11803293372963537,4.213891228888034e-05,-2.6738366548819905,7.826932179988498,0.0012411081022516502,1.1812235655117014e-09,-337481873.95144945,-492110.51227621426,-179.39500260197755,1.544437500000011e-06,36.09226928854962,0.0001962468458865372,-0.5326059238727802,-0.8453787335664811,0.0014605608016629817,9.363609676106941e-08,1002,,1
1003,-90.0,425.5,14.0,1105.0,-12503615.579606995,-15385.613486227418,-4.731438182214274,6.461937499999972e-06,129.4648921731481,0.00010565289524485473,-0.4852978433820375,-0.9080036634044983,0.0012521882093912142,4.4064353291335923e-08,5.937499999910528e-09,0.11800704944957632,4.173794116786871e-05,-2.6721684003517003,7.751566147071028,0.0012408254106315855,1.2169865128632006e-09,822699502338.1329,1504596001.089086,687921.0210249212,4.625000000005059e-08,0.30342638967256713,0.00017889796074821066,0.599304261159785,-1.2890347237516897,0.00041033917299248727,1.6538617101492288e-07,1003,,1
1004,-75.0,433.0,20.0,1075.0,-1617994358.3555822,-2657074.785169943,-1090.861843061227,7.936250000000139e-07,19.618733087085367,4.123123905374129e-05,-0.5444826517973377,-0.8550102044148478,0.0015450217131404488,1.451254889722151e-07,1.2004375000000157e-06,38.87030760782177,8.707015223422964e-05,-0.5048328287371345,0.4798660843460465,0.002023746700673916,2.2227133095334115e-09,-15561274.505908938,-17865.847823025935,-5.1263750891185085,5.653062499999962e-06,114.47002481770346,0.00012489606740608244,-0.4832169415357454,-0.8495411280728433,0.00126557440862048,4.351065183752438e-08,1004,,1
1005,-92.5,433.0,20.0,1080.0,-21000608752.062546,-36761008.24558206,-16087.290440299543,2.6312500000006366e-07,5.7519845992907275,4.820667428748204e-05,-0.6719057683141362,-0.6635405596689901,0.0013662578278235112,2.0185844296131873e-07,5.937499999910528e-09,0.11800704944957632,4.173794116786871e-05,-2.6721684003517003,7.751566147071028,0.0012408254106315855,1.2169865128632006e-09,-1635042298.2599573,-2667236.0850578104,-1087.7600494824142,9.226874999999522e-07,23.124902233531945,0.00033296440006341777,-0.6417309405658326,-0.746946964827369,0.0015664064759941944,1.9403591383419416e-07,1005,,1
1006,-90.0,436.0,12.5,1075.0,-21000608752.062546,-36761008.24558206,-16087.290440299543,2.6312500000006366e-07,5.7519845992907275,4.820667428748204e-05,-0.6719057683141362,-0.6635405596689901,0.0013662578278235112,2.0185844296131873e-07,1.1233562499999954e-05,358.183615479258,0.00011586121733118829,-1.0665619304637517,2.7828726657048977,0.001992818415506478,2.012866159880079e-09,822699502338.1329,1504596001.089086,687921.0210249212,4.625000000005059e-08,0.30342638967256713,0.00017889796074821066,0.599304261159785,-1.2890347237516897,0.00041033917299248727,1.6538617101492288e-07,1006,,1
1007,-82.5,431.5,20.0,1120.0,-12503615.579606995,-15385.613486227418,-4.731438182214274,6.461937499999972e-06,129.4648921731481,0.00010565289524485473,-0.4852978433820375,-0.9080036634044983,0.0012521882093912142,4.4064353291335923e-08,1.0570000000000544e-06,34.39509370993637,0.0001389825616250203,-0.06262929254429471,-0.12599462740995548,0.002033764666457552,1.4812896496451822e-09,-21165012285.514706,-36999072.41217149,-16169.742572173871,2.6312500000006366e-07,5.7521531603931955,0.00018118649343610487,-0.6717856389892486,-0.6637577681744866,0.0013662349422057026,2.0185636398933422e-07,1007,,1
1008,-85.0,433.0,18.5,1120.0,-1631530337.3961363,-2679140.7696681353,-1099.8541607695554,9.226875000000606e-07,23.124654012222454,0.00019341455555882923,-0.6417091858908472,-0.7473816394064063,0.0015664060212600562,1.9405027847273777e-07,4.350343750000006e-05,1120.3753233428636,0.0001342473525887272,-0.25399033648539104,0.2878264140826352,0.0016096075319845826,1.3619537566385992e-09,-15561274.505908938,-17865.847823025935,-5.1263750891185085,5.653062499999962e-06,114.47002481770346,0.00012489606740608244,-0.4832169415357454,-0.8495411280728433,0.00126557440862048,4.351065183752438e-08,1008,,1
1009,-90.0,422.5,14.0,1085.0,-15553534.075908754,-19160.38688413708,-5.899361305983141,5.653062499999962e-06,114.46995412618509,6.382638150232117e-05,-0.4832207243256425,-0.8495039560444435,0.0012655748874276982,4.351069415203882e-08,1.0570000000000544e-06,34.39507702110434,0.00013096679011561784,-0.06230657487217419,-0.1288726615582103,0.0020337645175709813,1.481258206151682e-09,-15149854453.134806,-26485331.201200128,-11575.567463324958,3.5793750000003184e-07,9.087359647582103,0.00018006230426902256,-0.9570562916470237,-0.2183079263678427,0.0015866855584524883,1.6963908617653532e-07,1009,,1
1010,-92.5,434.5,17.0,1075.0,-336851584.0959823,-498409.8741668596,-184.36153241890258,1.544437500000011e-06,36.092293667987065,1.8302269086318103e-05,-0.5325634459237998,-0.844834305387216,0.0014605691261702948,9.362964160863464e-08,4.328243749999994e-05,1114.9834522502292,6.273739525860167e-05,-0.2085541457028428,0.1939745385425975,0.0016100401280381412,1.3270469777693109e-09,822699502338.1329,1504596001.089086,687921.0210249212,4.625000000005059e-08,0.30342638967256713,0.00017889796074821066,0.599304261159785,-1.2890347237516897,0.00041033917299248727,1.6538617101492288e-07,1010,,1
1011,-87.5,431.5,24.5,1105.0,854323730234.8376,1562589552.8516803,714508.4539801889,2.812499999994139e-08,0.22129492846556809,0.00013247669408077926,0.24501487279532388,-1.225823171993692,0.0004926720272164011,1.015437338328011e-07,1.2004375000000157e-06,38.87030760782177,8.707015223422964e-05,-0.5048328287371345,0.4798660843460465,0.002023746700673916,2.2227133095334115e-09,-1627274161.670099,-2654418.769314798,-1082.4736617316719,8.639374999999758e-07,20.92680830829521,0.00019177267559528186,-0.5780453876592458,-0.8190829612289678,0.0015138860651402423,1.8411925277332123e-07,1011,,1
1012,-92.5,433.0,24.5,1095.0,-362452512.31863433,-536350.3856275687,-198.41846476567275,1.3828125000000819e-06,31.151826443358736,0.00020125694197373374,-0.47342590595482387,-0.9154683330027442,0.0014080032534471046,8.768554706479816e-08,4.328243749999994e-05,1114.9834522502292,6.273739525860167e-05,-0.2085541457028428,0.1939745385425975,0.0016100401280381412,1.3270469777693109e-09,-11981721.686493436,-13777.00066485063,-3.958777306203819,6.378187500000036e-06,130.8541530814329,7.993714569979877e-05,-0.48034010885603123,-0.9248235631020338,0.0012822416674181537,3.7761022909555344e-08,1012,,1
1013,-72.5,430.0,26.0,1085.0,44226552722.28789,80931771.64107324,37024.986120754445,2.587500000004149e-08,0.30161735360500064,0.00011010947249530617,-0.05344145390701538,-1.1003015236152704,0.0007291130895411573,1.046672465840383e-07,1.1495999999999945e-05,366.2785324521623,0.0001618910241313774,-0.8366626032064874,1.3772780697693783,0.0019913363843883473,2.0316805548920267e-09,-15673950.543124618,-17994.53522043799,-5.163118288356035,5.7191874999999595e-06,115.3728305205751,0.00011214042559492242,-0.48814091492535255,-0.8481422096459217,0.0012608071136687188,4.534966013896033e-08,1013,,1
1014,-70.0,434.5,20.0,1120.0,-15089779733.653101,-26412779.72452237,-11558.068206149199,3.5793750000003184e-07,9.087254060331896,3.480873956779036e-05,-0.9571593148460936,-0.2176045647674556,0.0015867104938371362,1.6962598371017374e-07,1.2004375000000157e-06,38.87030760782177,8.707015223422964e-05,-0.5048328287371345,0.4798660843460465,0.002023746700673916,2.2227133095334115e-09,-15673950.543124618,-17994.53522043799,-5.163118288356035,5.7191874999999595e-06,115.3728305205751,0.00011214042559492242,-0.48814091492535255,-0.8481422096459217,0.0012608071136687188,4.534966013896033e-08,1014,,1
1015,-70.0,424.0,27.5,1085.0,44226552722.28789,80931771.64107324,37024.986120754445,2.587500000004149e-08,0.30161735360500064,0.00011010947249530617,-0.05344145390701538,-1.1003015236152704,0.0007291130895411573,1.046672465840383e-07,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-15561274.505908938,-17865.847823025935,-5.1263750891185085,5.653062499999962e-06,114.47002481770346,0.00012489606740608244,-0.4832169415357454,-0.8495411280728433,0.00126557440862048,4.351065183752438e-08,1015,,1
1016,-87.5,422.5,18.5,1090.0,-1622714383.4141204,-2664807.5608843276,-1094.0289490483092,8.639375000000843e-07,20.92669529748927,1.7812231911037762e-05,-0.5780423164356682,-0.8187428638469778,0.0015138948172150504,1.8411104433115656e-07,4.328243749999994e-05,1114.9834522502292,6.273739525860167e-05,-0.2085541457028428,0.1939745385425975,0.0016100401280381412,1.3270469777693109e-09,-68879221181.16214,-126015393.85776477,-57636.6763164315,2.587499999993307e-08,0.30183990884087725,0.00020075638239758936,-0.05425141121285591,-1.0889725600313644,0.0007292388165767365,1.0438931409005196e-07,1016,,1
1017,-72.5,430.0,18.5,1115.0,-15665805.573609907,-19299.367588742643,-5.94237200729268,5.7191874999999595e-06,115.3728091075971,1.1177313456045643e-05,-0.48814214193474187,-0.8479912261966263,0.0012608081564823713,4.5349198039612e-08,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-15673950.543124618,-17994.53522043799,-5.163118288356035,5.7191874999999595e-06,115.3728305205751,0.00011214042559492242,-0.48814091492535255,-0.8481422096459217,0.0012608071136687188,4.534966013896033e-08,1017,,1
1018,-85.0,428.5,20.0,1080.0,-15553534.075908754,-19160.38688413708,-5.899361305983141,5.653062499999962e-06,114.46995412618509,6.382638150232117e-05,-0.4832207243256425,-0.8495039560444435,0.0012655748874276982,4.351069415203882e-08,1.2004375000000157e-06,38.87030760782177,8.707015223422964e-05,-0.5048328287371345,0.4798660843460465,0.002023746700673916,2.2227133095334115e-09,-1635042298.2599573,-2667236.0850578104,-1087.7600494824142,9.226874999999522e-07,23.124902233531945,0.00033296440006341777,-0.6417309405658326,-0.746946964827369,0.0015664064759941944,1.9403591383419416e-07,1018,,1
1019,-77.5,427.0,27.5,1090.0,44226552722.28789,80931771.64107324,37024.986120754445,2.587500000004149e-08,0.30161735360500064,0.00011010947249530617,-0.05344145390701538,-1.1003015236152704,0.0007291130895411573,1.046672465840383e-07,5.9375000000189485e-09,0.11803293372963537,4.213891228888034e-05,-2.6738366548819905,7.826932179988498,0.0012411081022516502,1.1812235655117014e-09,-21165012285.514706,-36999072.41217149,-16169.742572173871,2.6312500000006366e-07,5.7521531603931955,0.00018118649343610487,-0.6717856389892486,-0.6637577681744866,0.0013662349422057026,2.0185636398933422e-07,1019,,1
1020,-80.0,424.0,21.5,1115.0,-1631530337.3961363,-2679140.7696681353,-1099.8541607695554,9.226875000000606e-07,23.124654012222454,0.00019341455555882923,-0.6417091858908472,-0.7473816394064063,0.0015664060212600562,1.9405027847273777e-07,5.937499999910528e-09,0.11800704944957632,4.173794116786871e-05,-2.6721684003517003,7.751566147071028,0.0012408254106315855,1.2169865128632006e-09,-337481873.95144945,-492110.51227621426,-179.39500260197755,1.544437500000011e-06,36.09226928854962,0.0001962468458865372,-0.5326059238727802,-0.8453787335664811,0.0014605608016629817,9.363609676106941e-08,1020,,1
1021,-80.0,434.5,12.5,1080.0,-15665805.573609907,-19299.367588742643,-5.94237200729268,5.7191874999999595e-06,115.3728091075971,1.1177313456045643e-05,-0.48814214193474187,-0.8479912261966263,0.0012608081564823713,4.5349198039612e-08,1.1495999999999945e-05,366.27852705913995,0.00015737273461307526,-0.8366776789935904,1.3774344559545746,0.001991336340036423,2.0316883117115837e-09,-21165012285.514706,-36999072.41217149,-16169.742572173871,2.6312500000006366e-07,5.7521531603931955,0.00018118649343610487,-0.6717856389892486,-0.6637577681744866,0.0013662349422057026,2.0185636398933422e-07,1021,,1
1022,-85.0,425.5,18.5,1095.0,-1622714383.4141204,-2664807.5608843276,-1094.0289490483092,8.639375000000843e-07,20.92669529748927,1.7812231911037762e-05,-0.5780423164356682,-0.8187428638469778,0.0015138948172150504,1.8411104433115656e-07,1.2004375000000157e-06,38.87030760782177,8.707015223422964e-05,-0.5048328287371345,0.4798660843460465,0.002023746700673916,2.2227133095334115e-09,-337481873.95144945,-492110.51227621426,-179.39500260197755,1.544437500000011e-06,36.09226928854962,0.0001962468458865372,-0.5326059238727802,-0.8453787335664811,0.0014605608016629817,9.363609676106941e-08,1022,,1
1023,-87.5,437.5,15.5,1075.0,-1622714383.4141204,-2664807.5608843276,-1094.0289490483092,8.639375000000843e-07,20.92669529748927,1.7812231911037762e-05,-0.5780423164356682,-0.8187428638469778,0.0015138948172150504,1.8411104433115656e-07,5.561000000000064e-06,195.95497721595265,0.0002135202476832086,-0.7974720244715235,1.196621276667809,0.0022023349600902866,1.798589028837968e-09,-34673924087.57904,-60613403.71884733,-26489.53463304924,2.031249999999863e-07,4.310103311403822,0.00027974278876132994,-0.6230910227571236,-0.7987948984303808,0.001326152629663087,2.1291238938592947e-07,1023,,1
1024,-87.5,427.0,23.0,1125.0,-1631530337.3961363,-2679140.7696681353,-1099.8541607695554,9.226875000000606e-07,23.124654012222454,0.00019341455555882923,-0.6417091858908472,-0.7473816394064063,0.0015664060212600562,1.9405027847273777e-07,4.350343750000006e-05,1120.3753233428636,0.0001342473525887272,-0.25399033648539104,0.2878264140826352,0.0016096075319845826,1.3619537566385992e-09,-341461891.7165388,-497887.30214457837,-181.49106934518434,1.6964374999999107e-06,41.96140656083574,0.00037051573586303335,-0.613192316900987,-0.7809661825102281,0.0015459421069197986,1.0398252967920504e-07,1024,,1
1025,-85.0,428.5,20.0,1120.0,845655788753.3196,1546726923.5325065,707251.167643081,4.624999999994217e-08,0.3031304703027102,8.203649468773691e-05,0.5994314959898462,-1.291499018663204,0.00041019369371144484,1.6560729054758256e-07,5.560999999999956e-06,195.95496093351449,0.00020306917460213457,-0.7975724953094413,1.1969699808058856,0.0022023349218143994,1.798640837084556e-09,-399895802.2766638,-582948.9953549309,-212.4469385709623,1.2637499999999758e-06,28.81639667949415,0.00029174789667546757,-0.4436513302022281,-0.9599487987962507,0.001425146574275798,8.456632382581357e-08,1025,,1
1026,-85.0,431.5,23.0,1125.0,-362452512.31863433,-536350.3856275687,-198.41846476567275,1.3828125000000819e-06,31.151826443358736,0.00020125694197373374,-0.47342590595482387,-0.9154683330027442,0.0014080032534471046,8.768554706479816e-08,5.561000000000064e-06,195.95497721595265,0.0002135202476832086,-0.7974720244715235,1.196621276667809,0.0022023349600902866,1.798589028837968e-09,-11981721.686493436,-13777.00066485063,-3.958777306203819,6.378187500000036e-06,130.8541530814329,7.993714569979877e-05,-0.48034010885603123,-0.9248235631020338,0.0012822416674181537,3.7761022909555344e-08,1026,,1
1027,-80.0,437.5,20.0,1085.0,-1622714383.4141204,-2664807.5608843276,-1094.0289490483092,8.639375000000843e-07,20.92669529748927,1.7812231911037762e-05,-0.5780423164356682,-0.8187428638469778,0.0015138948172150504,1.8411104433115656e-07,1.1233562499999954e-05,358.18362211290616,0.00014919080546534828,-1.0679275193994995,2.8007839674284334,0.0019928183520684295,2.0130157061101326e-09,-1623200550.211203,-2647754.8607762964,-1079.7483687612269,7.936250000000139e-07,19.618839260107706,0.0001498835948493284,-0.544450523252425,-0.8552619913917003,0.001545013794058079,1.4512802463539426e-07,1027,,1
1028,-67.5,433.0,24.5,1100.0,-15089779733.653101,-26412779.72452237,-11558.068206149199,3.5793750000003184e-07,9.087254060331896,3.480873956779036e-05,-0.9571593148460936,-0.2176045647674556,0.0015867104938371362,1.6962598371017374e-07,1.5874999999992458e-08,0.30528038051211764,9.290162794571566e-05,-1.7489842864503902,5.600285679652496,0.0012007134201194535,3.2970819146991427e-09,-12508690.755807422,-14378.780338754175,-4.1305787995600936,6.461937499999972e-06,129.46497875205174,0.00016876339708648278,-0.4853005130382351,-0.907980966641281,0.0012521879808584824,4.4064074779748376e-08,1028,,1
